path,sheet,plate_type,plate_id,rep,frame,U,V,W,phi,time,position,load,moment,angle
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,73,0.140827584115,0.118295519498,0.00723333238914,0.0117807590667,67.4001,6.4183,41.7334,2.921338,5.238801825443434
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,74,0.16740981724,0.141310436007,0.00340994657017,0.0139650941516,67.6003,6.5711,44.7871,3.135097,5.362802830012546
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,75,0.194004606318,0.163428315065,0.00745939400642,0.0160878848595,67.8003,6.7749,47.8408,3.348856,5.528113024514381
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,76,0.218777044182,0.186798567044,0.00638959056699,0.0183267991208,68.0001,6.9787,53.9481,3.7763669999999996,5.69333094746898
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,77,0.242681998576,0.211004577048,0.00709092629683,0.0206003482396,68.2002,7.2333,58.0197,4.061379,5.89959805107329
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,78,0.268740031178,0.233531186495,0.0101628248899,0.0227384569503,68.4002,7.3862,61.0733,4.275131,6.023398366137383
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,79,0.29604169524,0.257338462581,0.0108143945633,0.0250146849955,68.6003,7.5899,65.1449,4.560143,6.188242653788494
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,80,0.321584598058,0.281016268664,0.0146814366259,0.0272149077766,68.8002,7.7937,65.1449,4.560143,6.353065007383119
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,81,0.345858736539,0.305357622328,0.0150678997578,0.0295191310565,69.0002,7.8446,64.127,4.48889,6.394213793895145
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,82,0.323584537631,0.281353150943,0.00570614002253,0.0273018577136,69.2002,7.6409,59.0376,4.132631999999999,6.229498434100697
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,83,0.295359251124,0.25437520541,0.0033732019521,0.0247737163977,69.3993,7.4371,54.966,3.84762,6.064598695628977
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,84,0.268392693941,0.229398988601,0.00908971287276,0.0223999831331,69.6002,7.2333,48.8587,3.420109,5.89959805107329
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,85,0.242461519063,0.203883050952,-1.39883644904e-4,0.0200844584838,69.8002,7.0296,48.8587,3.420109,5.73458018096294
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,86,0.216231486266,0.179056218722,0.00419965069482,0.017793074256,69.9993,6.8258,41.7334,2.921338,5.569385720009235
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,87,0.187292377062,0.155116397267,-0.00740752641422,0.0155632370497,70.1993,6.6221,41.7334,2.921338,5.404179445389578
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,90,0.114562216755,0.0880867527269,0.00410964186655,0.00917791691321,70.8002,6.0108,28.5009,1.995063,4.9078677861077935
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,91,0.0906505061337,0.0661965709203,8.78481639158e-4,0.00704571364568,71.0003,5.8071,27.483,1.92381,4.742316839518526
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,92,0.0659606298087,0.0468745711949,7.69807416932e-4,0.00503359737312,71.2003,5.6033,24.4293,1.7100510000000002,4.576605159567358
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,93,0.0411615699162,0.0279695129936,0.00324421252766,0.0029366002799,71.4003,5.4505,19.3399,1.353793,4.452311553073885
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,94,0.0161057464882,0.0100928020741,0.0034115248709,9.29988214472e-4,71.6003,5.1958,18.322,1.28254,4.24503563407619
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,95,-0.00748856252571,-0.00833728601279,-0.00906726162677,-0.0010787860435,71.8003,5.043,13.2325,0.926275,4.1206325660600465
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,96,-0.0339809965089,-0.0264292072482,0.0121267432632,-0.00301708671606,71.9993,4.8392,10.1789,0.712523,3.954647141289524
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,97,-0.0588120331896,-0.0428253951235,-0.00518680082916,-0.00491339290934,72.2003,4.7373,13.2325,0.926275,3.871629315369205
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,98,-0.042415408843,-0.0294194755857,-0.00228037302892,-0.0034329079093,72.3994,4.992,17.3041,1.2112869999999998,4.079101877033727
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,99,-0.0133131336404,-0.00945792138687,0.0045036739466,-0.00135497364717,72.5994,5.1958,18.322,1.28254,4.24503563407619
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,100,0.0111724647958,0.00957260530781,-0.00331274429221,7.40865258935e-4,72.7994,5.3486,22.3936,1.5675519999999998,4.369398616963128
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,101,0.0332297165418,0.03073561264,0.0156402176183,0.00291459933053,72.9994,5.5524,27.483,1.92381,4.535205808529898
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,102,0.0633294232029,0.0487060525949,0.00552443365917,0.00499294454772,73.1995,5.7561,29.5188,2.0663159999999996,4.700855614223335
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,103,0.0862405902856,0.0699069369354,0.00663836121726,0.00709237201703,73.3994,5.9599,34.6082,2.4225739999999996,4.866507957113482
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,104,0.10927649254,0.0916128223762,0.0091318096635,0.00919359899988,73.5994,6.1636,38.6798,2.707586,5.031997565310601
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,105,0.133987690081,0.11333318779,0.0212200639315,0.0112877090628,73.8004,6.3674,40.7156,2.850092,5.19748422055396
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,106,0.161280358923,0.13671053002,0.00807655559361,0.0135339501308,73.9995,6.5711,42.7513,2.992591,5.362802830012546
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,107,0.186997870604,0.159515225386,0.00767598649197,0.0156981994047,74.1995,6.7749,47.8408,3.348856,5.528113024514381
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,108,0.212925269372,0.182243638063,0.00552183314569,0.0178289617653,74.4004,6.9787,51.9123,3.6338610000000005,5.69333094746898
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,109,0.237341634607,0.206335716823,0.00375048513321,0.0201115359863,74.6004,7.1824,53.9481,3.7763669999999996,5.858372932480951
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,110,0.263055814407,0.229959242184,0.0016456351622,0.0223346747297,74.8004,7.3352,59.0376,4.132631999999999,5.982110821428172
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,111,0.290637937869,0.252950781496,0.00440622710834,0.024534711482,74.9995,7.539,61.0733,4.275131,6.147061343153747
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,112,0.317539951408,0.276624596873,0.00343204560605,0.0267665351132,75.1995,7.7427,66.1628,4.6313960000000005,6.311828777404339
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,113,0.341714882096,0.300023581419,0.00968672992823,0.0290193038268,75.3995,7.9465,69.2165,4.845155,6.476572268220417
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,114,0.328804688505,0.290692145304,0.00292705536063,0.0282004923548,75.5995,7.6918,61.0733,4.275131,6.270666855630794
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,115,0.306673160122,0.263575335114,-1.85055607043e-4,0.0255976396751,75.8004,7.488,55.9839,3.918873,6.105792730813963
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,116,0.278123734634,0.23895129389,0.0194424599536,0.0233369094354,75.9995,7.2843,53.9481,3.7763669999999996,5.9408980147218555
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,117,0.252841447606,0.213185328139,0.00432276360163,0.0209094358286,76.1996,7.0805,47.8408,3.348856,5.775823450852389
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,118,0.224767959642,0.188218416784,0.00766364972892,0.0186180506522,76.3995,6.8768,45.805,3.20635,5.6107336869043145
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,119,0.199688940366,0.163750888297,0.00640245464653,0.0163720383907,76.5996,6.724,39.6977,2.778839,5.486834573316679
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,120,0.174181504244,0.140947119505,0.0061915777788900004,0.0141850368718,76.7995,6.4693,38.6798,2.707586,5.2801951251344175
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,121,0.14996557393,0.118170692873,0.00870668822698,0.0120272449459,76.9996,6.3164,35.6261,2.493827,5.156080004388967
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,122,0.124848219624,0.0959852203658,-0.00406002979061,0.00990399294878,77.1996,6.1127,28.5009,1.995063,4.990653253301447
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,123,0.0986964494726,0.0746424927859,0.00413627790849,0.00779321643863,77.3996,5.9089,26.4651,1.852557,4.825061771494737
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,124,0.0751779391488,0.0540848759831,-4.73442090489e-4,0.0057750254536,77.5996,5.7052,23.4114,1.638798,4.659470765080199
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,125,0.0490551191026,0.0350865429888,7.96129278921e-4,0.00369562157775,77.7997,5.5014,22.3936,1.5675519999999998,4.493720362856776
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,126,0.0254633964821,0.0167731376635,-8.77423754381e-4,0.00167075295956,77.9996,5.2977,20.3578,1.425046,4.32797594271038
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,127,-4.28956577986e-5,-0.0018362261681,-0.00278262134879,-3.88225511325e-4,78.1996,5.0939,17.3041,1.2112869999999998,4.162077498121286
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,128,-0.0252325784208,-0.0194833128337,-0.00405774722458,-0.00240258057171,78.3996,4.8901,12.2147,0.855029,3.996109113439203
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,129,-0.048101629418,-0.0363902066357,-0.00825494546932,-0.00423893190627,78.5997,4.7373,8.1431,0.5700170000000001,3.871629315369205
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,130,-0.0593274440041,-0.0432950909175,-0.00362975564016,-0.00497355688806,78.7996,4.7373,13.2325,0.926275,3.871629315369205
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,131,-0.0566852719833,-0.0425964690268,-0.0097328545885,-0.00488029383727,78.9996,4.7373,9.161,0.64127,3.871629315369205
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,132,-0.0425858469105,-0.0298235473441,-5.77982203084e-4,-0.0035091086663,79.199700000000007,4.9411,17.3041,1.2112869999999998,4.037648339275253
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,133,-0.0162813133031,-0.0115847704281,0.00957137625233,-0.00149265542141,79.3996,5.1958,21.3757,1.496299,4.24503563407619
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,134,0.0132751810238,0.0106180069083,0.00801073383636,8.32779728592e-4,129.9994,5.3995,19.3399,1.353793,4.410816715303958
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,135,0.0346497846537,0.0303555088359,0.00217203203952,0.00291040812527,130.2002,5.6033,27.483,1.92381,4.576605159567358
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,136,0.0589034314739,0.0501222599781,0.0130288385194,0.00497261371987,130.39940000000001,5.7561,30.5367,2.137569,4.700855614223335
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,137,0.0872826719036,0.0707666058335,0.00749092584298,0.0071091628461,130.6002,5.9599,32.5724,2.2800680000000004,4.866507957113482
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,138,0.11212890041,0.0927682621634,0.0104661335002,0.00922019560361,130.8002,6.1636,40.7156,2.850092,5.031997565310601
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,139,0.13543657471,0.114863570159,0.00595955735067,0.0113254557565,131.0002,6.3674,42.7513,2.992591,5.19748422055396
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,140,0.161108320648,0.137374488752,0.00595212792424,0.0134965973291,131.2002,6.5711,43.7692,3.063844,5.362802830012546
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,141,0.186856800943,0.160636053156,0.0106586751982,0.0157168634799,131.4002,6.7749,50.8944,3.5626079999999996,5.528113024514381
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,142,0.212719989044,0.183923598609,0.0121219905947,0.0179079849974,131.5994,6.9787,52.9302,3.705114,5.69333094746898
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,143,0.239369724084,0.207029591694,0.00748884883554,0.0201045547175,131.8003,7.1824,55.9839,3.918873,5.858372932480951
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,144,0.266787055282,0.230184741617,0.0073549558788,0.0223312923558,132.0003,7.3862,61.0733,4.275131,6.023398366137383
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,145,0.29323704044,0.25373205623,0.00739700453324,0.0245515975906,132.2003,7.5899,61.0733,4.275131,6.188242653788494
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,146,0.321049406941,0.276950717064,0.0109215431867,0.0268040230026,132.4003,7.7937,64.127,4.48889,6.353065007383119
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,147,0.344458743746,0.301906401728,0.0124774765925,0.0290910550048,132.6003,7.8446,69.2165,4.845155,6.394213793895145
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,148,0.323947931145,0.281496810922,0.00948558969353,0.0272236261517,132.8003,7.6409,63.1091,4.417637,6.229498434100697
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,149,0.295417825381,0.254722096072,-0.0056797641918,0.0246875722042,133.0003,7.4371,53.9481,3.7763669999999996,6.064598695628977
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,150,0.2692806884,0.229294761073,0.00403296817322,0.022274685282,133.1994,7.2333,49.8766,3.491362,5.89959805107329
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,151,0.241066627664,0.203829865857,0.00196728883726,0.0199911019385,133.3995,6.9787,45.805,3.20635,5.69333094746898
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,152,0.214894474519,0.179837295004,0.00172555210247,0.01774370261,133.5995,6.8258,43.7692,3.063844,5.569385720009235
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,153,0.189725483411,0.155968078516,0.0039914473351,0.015533523384,133.7995,6.5711,36.644,2.56508,5.362802830012546
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,154,0.166899771004,0.13213229038,4.53764702107e-4,0.0133092552625,133.9995,6.4183,33.5903,2.351321,5.238801825443434
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,155,0.13975676701,0.110042868033,0.00377197547012,0.0111547522362,134.1995,6.2146,35.6261,2.493827,5.0734178351944
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,156,0.11708256439,0.0878122987939,0.00245517263225,0.00907879601589,134.3996,6.0108,31.5546,2.208822,4.9078677861077935
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,157,0.0906224982974,0.0670566288524,-0.00534085821831,0.00701459836974,134.5996,5.8071,23.4114,1.638798,4.742316839518526
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,158,0.0659661431578,0.0466044864928,0.00869502324358,0.00490523603124,134.7996,5.6033,25.4472,1.7813039999999998,4.576605159567358
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,159,0.039903916591,0.0284542485635,9.80472459838e-4,0.00292603724728,134.9996,5.4505,17.3041,1.2112869999999998,4.452311553073885
C:/Users/he14853/OneDrive - WA Health/Projects/Wrist Plates - Matt Lawson-Smith/data-raw/Testing Results/Data New Calcs 13.06.2024/Long Plate.xlsx,Long Plate#2_data,long,2,1,160,0.0160323245405,0.0102945538123,-0.00415892154212,8.56196324026e-4,135.1996,5.2467,14.2504,0.997528,4.286467341255682
